"idarquivocampo";"classe";"arquivo";"campode";"campopara"
45;18;"ECO_Area_Industrial_A.shp";"GEOMETRIAA";"geometriaAproximada"
628;71;"ECO_Edif_Industrial_P.shp";"NOME";"nome"
629;71;"ECO_Edif_Industrial_P.shp";"GEOMETRIAA";"geometriaAproximada"
630;71;"ECO_Edif_Industrial_P.shp";"OPERACIONA";"operacional"
631;71;"ECO_Edif_Industrial_P.shp";"SITUACAOFI";"situacaoFisica"
632;71;"ECO_Edif_Industrial_P.shp";"MATCONSTR";"matConstr"
633;71;"ECO_Edif_Industrial_P.shp";"NOMEABREV";"nomeAbrev"
634;71;"ECO_Edif_Industrial_P.shp";"CHAMINE";"chamine"
635;71;"ECO_Edif_Industrial_P.shp";"TIPODIVISA";"tipoDivisaoCnae"
636;71;"ECO_Edif_Industrial_A.shp";"NOME";"nome"
637;71;"ECO_Edif_Industrial_A.shp";"GEOMETRIAA";"geometriaAproximada"
638;71;"ECO_Edif_Industrial_A.shp";"OPERACIONA";"operacional"
639;71;"ECO_Edif_Industrial_A.shp";"SITUACAOFI";"situacaoFisica"
640;71;"ECO_Edif_Industrial_A.shp";"MATCONSTR";"matConstr"
641;71;"ECO_Edif_Industrial_A.shp";"NOMEABREV";"nomeAbrev"
642;71;"ECO_Edif_Industrial_A.shp";"CHAMINE";"chamine"
643;71;"ECO_Edif_Industrial_A.shp";"TIPODIVISA";"tipoDivisaoCnae"
41;16;"ECO_Area_Ext_Mineral_A.shp";"GEOMETRIAA";"geometriaAproximada"
855;85;"ECO_Ext_Mineral_P.shp";"NOME";"nome"
856;85;"ECO_Ext_Mineral_P.shp";"GEOMETRIAA";"geometriaAproximada"
857;85;"ECO_Ext_Mineral_P.shp";"TIPOSECAOC";"tipoSecaoCnae"
858;85;"ECO_Ext_Mineral_P.shp";"OPERACIONA";"operacional"
859;85;"ECO_Ext_Mineral_P.shp";"SITUACAOFI";"situacaoFisica"
860;85;"ECO_Ext_Mineral_P.shp";"TIPOEXTMIN";"tipoExtMin"
861;85;"ECO_Ext_Mineral_P.shp";"TIPOPRODUT";"tipoProdutoResiduo"
862;85;"ECO_Ext_Mineral_P.shp";"TIPOPOCOMI";"tipoPocoMina"
863;85;"ECO_Ext_Mineral_P.shp";"PROCEXTRAC";"procExtracao"
864;85;"ECO_Ext_Mineral_P.shp";"FORMAEXTRA";"formaExtracao"
865;85;"ECO_Ext_Mineral_P.shp";"ATIVIDADE";"atividade"
866;85;"ECO_Ext_Mineral_P.shp";"NOMEABREV";"nomeAbrev"
867;85;"ECO_Ext_Mineral_A.shp";"NOME";"nome"
868;85;"ECO_Ext_Mineral_A.shp";"GEOMETRIAA";"geometriaAproximada"
869;85;"ECO_Ext_Mineral_A.shp";"TIPOSECAOC";"tipoSecaoCnae"
870;85;"ECO_Ext_Mineral_A.shp";"OPERACIONA";"operacional"
871;85;"ECO_Ext_Mineral_A.shp";"SITUACAOFI";"situacaoFisica"
872;85;"ECO_Ext_Mineral_A.shp";"TIPOEXTMIN";"tipoExtMin"
873;85;"ECO_Ext_Mineral_A.shp";"TIPOPRODUT";"tipoProdutoResiduo"
874;85;"ECO_Ext_Mineral_A.shp";"TIPOPOCOMI";"tipoPocoMina"
875;85;"ECO_Ext_Mineral_A.shp";"PROCEXTRAC";"procExtracao"
876;85;"ECO_Ext_Mineral_A.shp";"FORMAEXTRA";"formaExtracao"
877;85;"ECO_Ext_Mineral_A.shp";"ATIVIDADE";"atividade"
878;85;"ECO_Ext_Mineral_A.shp";"NOMEABREV";"nomeAbrev"
602;69;"ECO_Edif_Ext_Mineral_P.shp";"NOME";"nome"
603;69;"ECO_Edif_Ext_Mineral_P.shp";"GEOMETRIAA";"geometriaAproximada"
604;69;"ECO_Edif_Ext_Mineral_P.shp";"OPERACIONA";"operacional"
605;69;"ECO_Edif_Ext_Mineral_P.shp";"SITUACAOFI";"situacaoFisica"
606;69;"ECO_Edif_Ext_Mineral_P.shp";"MATCONSTR";"matConstr"
607;69;"ECO_Edif_Ext_Mineral_P.shp";"NOMEABREV";"nomeAbrev"
608;69;"ECO_Edif_Ext_Mineral_P.shp";"TIPODIVISA";"tipoDivisaoCnae"
609;69;"ECO_Edif_Ext_Mineral_A.shp";"NOME";"nome"
610;69;"ECO_Edif_Ext_Mineral_A.shp";"GEOMETRIAA";"geometriaAproximada"
611;69;"ECO_Edif_Ext_Mineral_A.shp";"OPERACIONA";"operacional"
612;69;"ECO_Edif_Ext_Mineral_A.shp";"SITUACAOFI";"situacaoFisica"
613;69;"ECO_Edif_Ext_Mineral_A.shp";"MATCONSTR";"matConstr"
614;69;"ECO_Edif_Ext_Mineral_A.shp";"NOMEABREV";"nomeAbrev"
615;69;"ECO_Edif_Ext_Mineral_A.shp";"TIPODIVISA";"tipoDivisaoCnae"
1302;122;"ECO_Plataforma_P.shp";"NOME";"nome"
1303;122;"ECO_Plataforma_P.shp";"GEOMETRIAA";"geometriaAproximada"
1304;122;"ECO_Plataforma_P.shp";"TIPOPLATAF";"tipoPlataforma"
1305;122;"ECO_Plataforma_P.shp";"NOMEABREV";"nomeAbrev"
1306;122;"ECO_Plataforma_A.shp";"NOME";"nome"
1307;122;"ECO_Plataforma_A.shp";"GEOMETRIAA";"geometriaAproximada"
1308;122;"ECO_Plataforma_A.shp";"TIPOPLATAF";"tipoPlataforma"
1309;122;"ECO_Plataforma_A.shp";"NOMEABREV";"nomeAbrev"
14;4;"ECO_Area_Agropec_Ext_Vegetal_Pesca_A.shp";"GEOMETRIAA";"geometriaAproximada"
15;4;"ECO_Area_Agropec_Ext_Vegetal_Pesca_A.shp";"DESTINADOA";"destinadoA"
454;59;"ECO_Edif_Agropec_Ext_Vegetal_Pesca_P.shp";"NOME";"nome"
455;59;"ECO_Edif_Agropec_Ext_Vegetal_Pesca_P.shp";"GEOMETRIAA";"geometriaAproximada"
456;59;"ECO_Edif_Agropec_Ext_Vegetal_Pesca_P.shp";"OPERACIONA";"operacional"
457;59;"ECO_Edif_Agropec_Ext_Vegetal_Pesca_P.shp";"SITUACAOFI";"situacaoFisica"
458;59;"ECO_Edif_Agropec_Ext_Vegetal_Pesca_P.shp";"MATCONSTR";"matConstr"
459;59;"ECO_Edif_Agropec_Ext_Vegetal_Pesca_P.shp";"NOMEABREV";"nomeAbrev"
460;59;"ECO_Edif_Agropec_Ext_Vegetal_Pesca_P.shp";"TIPOEDIFAG";"tipoEdifAgropec"
461;59;"ECO_Edif_Agropec_Ext_Vegetal_Pesca_A.shp";"NOME";"nome"
462;59;"ECO_Edif_Agropec_Ext_Vegetal_Pesca_A.shp";"GEOMETRIAA";"geometriaAproximada"
463;59;"ECO_Edif_Agropec_Ext_Vegetal_Pesca_A.shp";"OPERACIONA";"operacional"
464;59;"ECO_Edif_Agropec_Ext_Vegetal_Pesca_A.shp";"SITUACAOFI";"situacaoFisica"
465;59;"ECO_Edif_Agropec_Ext_Vegetal_Pesca_A.shp";"MATCONSTR";"matConstr"
466;59;"ECO_Edif_Agropec_Ext_Vegetal_Pesca_A.shp";"NOMEABREV";"nomeAbrev"
467;59;"ECO_Edif_Agropec_Ext_Vegetal_Pesca_A.shp";"TIPOEDIFAG";"tipoEdifAgropec"
798;82;"ECO_Equip_Agropec_P.shp";"NOME";"nome"
799;82;"ECO_Equip_Agropec_P.shp";"GEOMETRIAA";"geometriaAproximada"
800;82;"ECO_Equip_Agropec_P.shp";"OPERACIONA";"operacional"
801;82;"ECO_Equip_Agropec_P.shp";"SITUACAOFI";"situacaoFisica"
802;82;"ECO_Equip_Agropec_P.shp";"TIPOEQUIPA";"tipoEquipAgropec"
803;82;"ECO_Equip_Agropec_P.shp";"MATCONSTR";"matConstr"
804;82;"ECO_Equip_Agropec_P.shp";"NOMEABREV";"nomeAbrev"
805;82;"ECO_Equip_Agropec_L.shp";"NOME";"nome"
806;82;"ECO_Equip_Agropec_L.shp";"GEOMETRIAA";"geometriaAproximada"
807;82;"ECO_Equip_Agropec_L.shp";"OPERACIONA";"operacional"
808;82;"ECO_Equip_Agropec_L.shp";"SITUACAOFI";"situacaoFisica"
809;82;"ECO_Equip_Agropec_L.shp";"TIPOEQUIPA";"tipoEquipAgropec"
810;82;"ECO_Equip_Agropec_L.shp";"MATCONSTR";"matConstr"
811;82;"ECO_Equip_Agropec_L.shp";"NOMEABREV";"nomeAbrev"
812;82;"ECO_Equip_Agropec_A.shp";"NOME";"nome"
813;82;"ECO_Equip_Agropec_A.shp";"GEOMETRIAA";"geometriaAproximada"
814;82;"ECO_Equip_Agropec_A.shp";"OPERACIONA";"operacional"
815;82;"ECO_Equip_Agropec_A.shp";"SITUACAOFI";"situacaoFisica"
816;82;"ECO_Equip_Agropec_A.shp";"TIPOEQUIPA";"tipoEquipAgropec"
817;82;"ECO_Equip_Agropec_A.shp";"MATCONSTR";"matConstr"
818;82;"ECO_Equip_Agropec_A.shp";"NOMEABREV";"nomeAbrev"
34;11;"LOC_Area_Edificada_A.shp";"NOME";"nome"
35;11;"LOC_Area_Edificada_A.shp";"GEOMETRIAA";"geometriaAproximada"
36;11;"LOC_Area_Edificada_A.shp";"NOMEABREV";"nomeAbrev"
972;95;"LOC_Hab_Indigena_P.shp";"NOME";"nome"
973;95;"LOC_Hab_Indigena_P.shp";"GEOMETRIAA";"geometriaAproximada"
974;95;"LOC_Hab_Indigena_P.shp";"OPERACIONA";"operacional"
975;95;"LOC_Hab_Indigena_P.shp";"SITUACAOFI";"situacaoFisica"
976;95;"LOC_Hab_Indigena_P.shp";"MATCONSTR";"matConstr"
977;95;"LOC_Hab_Indigena_P.shp";"NOMEABREV";"nomeAbrev"
978;95;"LOC_Hab_Indigena_P.shp";"COLETIVA";"coletiva"
979;95;"LOC_Hab_Indigena_P.shp";"ISOLADA";"isolada"
980;95;"LOC_Hab_Indigena_A.shp";"NOME";"nome"
981;95;"LOC_Hab_Indigena_A.shp";"GEOMETRIAA";"geometriaAproximada"
982;95;"LOC_Hab_Indigena_A.shp";"OPERACIONA";"operacional"
983;95;"LOC_Hab_Indigena_A.shp";"SITUACAOFI";"situacaoFisica"
984;95;"LOC_Hab_Indigena_A.shp";"MATCONSTR";"matConstr"
985;95;"LOC_Hab_Indigena_A.shp";"NOMEABREV";"nomeAbrev"
986;95;"LOC_Hab_Indigena_A.shp";"COLETIVA";"coletiva"
987;95;"LOC_Hab_Indigena_A.shp";"ISOLADA";"isolada"
42;17;"LOC_Area_Habitacional_A.shp";"NOME";"nome"
43;17;"LOC_Area_Habitacional_A.shp";"GEOMETRIAA";"geometriaAproximada"
44;17;"LOC_Area_Habitacional_A.shp";"NOMEABREV";"nomeAbrev"
616;70;"LOC_Edif_Habitacional_P.shp";"NOME";"nome"
617;70;"LOC_Edif_Habitacional_P.shp";"GEOMETRIAA";"geometriaAproximada"
618;70;"LOC_Edif_Habitacional_P.shp";"OPERACIONA";"operacional"
619;70;"LOC_Edif_Habitacional_P.shp";"SITUACAOFI";"situacaoFisica"
620;70;"LOC_Edif_Habitacional_P.shp";"MATCONSTR";"matConstr"
621;70;"LOC_Edif_Habitacional_P.shp";"NOMEABREV";"nomeAbrev"
622;70;"LOC_Edif_Habitacional_A.shp";"NOME";"nome"
623;70;"LOC_Edif_Habitacional_A.shp";"GEOMETRIAA";"geometriaAproximada"
624;70;"LOC_Edif_Habitacional_A.shp";"OPERACIONA";"operacional"
625;70;"LOC_Edif_Habitacional_A.shp";"SITUACAOFI";"situacaoFisica"
626;70;"LOC_Edif_Habitacional_A.shp";"MATCONSTR";"matConstr"
627;70;"LOC_Edif_Habitacional_A.shp";"NOMEABREV";"nomeAbrev"
1426;134;"PTO_Pto_Ref_Geod_Topo_P.shp";"NOME";"nome"
1427;134;"PTO_Pto_Ref_Geod_Topo_P.shp";"GEOMETRIAA";"geometriaAproximada"
1428;134;"PTO_Pto_Ref_Geod_Topo_P.shp";"PROXIMIDAD";"proximidade"
1429;134;"PTO_Pto_Ref_Geod_Topo_P.shp";"TIPOREF";"tipoRef"
1430;134;"PTO_Pto_Ref_Geod_Topo_P.shp";"TIPOPTOREF";"tipoPtoRefGeodTopo"
1431;134;"PTO_Pto_Ref_Geod_Topo_P.shp";"REDE";"rede"
1432;134;"PTO_Pto_Ref_Geod_Topo_P.shp";"LATITUDE";"latitude"
1433;134;"PTO_Pto_Ref_Geod_Topo_P.shp";"LONGITUDE";"longitude"
1434;134;"PTO_Pto_Ref_Geod_Topo_P.shp";"ALTITUDEOR";"altitudeOrtometrica"
1435;134;"PTO_Pto_Ref_Geod_Topo_P.shp";"SISTEMAGEO";"sistemaGeodesico"
1436;134;"PTO_Pto_Ref_Geod_Topo_P.shp";"OUTRAREFPL";"outraRefPlan"
1437;134;"PTO_Pto_Ref_Geod_Topo_P.shp";"REFERENCIA";"referencialAltim"
1438;134;"PTO_Pto_Ref_Geod_Topo_P.shp";"OUTRAREFAL";"outraRefAlt"
1440;134;"PTO_Pto_Ref_Geod_Topo_P.shp";"SITUACAOMA";"situacaoMarco"
1441;134;"PTO_Pto_Ref_Geod_Topo_P.shp";"DATAVISITA";"dataVisita"
1442;134;"PTO_Pto_Ref_Geod_Topo_P.shp";"ORGAOENTER";"orgaoEnteResp"
1443;134;"PTO_Pto_Ref_Geod_Topo_P.shp";"CODPONTO";"codPonto"
1444;134;"PTO_Pto_Ref_Geod_Topo_P.shp";"OBS";"obs"
1445;134;"PTO_Pto_Ref_Geod_Topo_P.shp";"NOMEABREV";"nomeAbrev"
1405;132;"PTO_Pto_Controle_P.shp";"GEOMETRIAA";"geometriaAproximada"
1406;132;"PTO_Pto_Controle_P.shp";"TIPOREF";"tipoRef"
1407;132;"PTO_Pto_Controle_P.shp";"TIPOPTOCON";"tipoPtoControle"
1408;132;"PTO_Pto_Controle_P.shp";"MATERIALIZ";"materializado"
1409;132;"PTO_Pto_Controle_P.shp";"LATITUDE";"latitude"
1410;132;"PTO_Pto_Controle_P.shp";"LONGITUDE";"longitude"
1411;132;"PTO_Pto_Controle_P.shp";"ALTITUDEOR";"altitudeOrtometrica"
1412;132;"PTO_Pto_Controle_P.shp";"CODPROJETO";"codProjeto"
1413;132;"PTO_Pto_Controle_P.shp";"SISTEMAGEO";"sistemaGeodesico"
1414;132;"PTO_Pto_Controle_P.shp";"OUTRAREFPL";"outraRefPlan"
1415;132;"PTO_Pto_Controle_P.shp";"REFERENCIA";"referencialAltim"
1416;132;"PTO_Pto_Controle_P.shp";"OUTRAREFAL";"outraRefAlt"
1417;132;"PTO_Pto_Controle_P.shp";"ORGAOENTER";"orgaoEnteResp"
1418;132;"PTO_Pto_Controle_P.shp";"CODPONTO";"codPonto"
1419;132;"PTO_Pto_Controle_P.shp";"OBS";"obs"
1420;132;"PTO_Pto_Controle_P.shp";"NOMEABREV";"nomeAbrev"
1421;133;"PTO_Pto_Est_Med_Fenomenos_P.shp";"NOME";"nome"
1422;133;"PTO_Pto_Est_Med_Fenomenos_P.shp";"GEOMETRIAA";"geometriaAproximada"
1423;133;"PTO_Pto_Est_Med_Fenomenos_P.shp";"TIPOPTOEST";"tipoPtoEstMed"
1424;133;"PTO_Pto_Est_Med_Fenomenos_P.shp";"CODESTACAO";"codEstacao"
1425;133;"PTO_Pto_Est_Med_Fenomenos_P.shp";"ORGAOENTER";"orgaoEnteResp"
546;65;"PTO_Edif_Constr_Est_Med_P.shp";"NOME";"nome"
547;65;"PTO_Edif_Constr_Est_Med_P.shp";"GEOMETRIAA";"geometriaAproximada"
548;65;"PTO_Edif_Constr_Est_Med_P.shp";"OPERACIONA";"operacional"
549;65;"PTO_Edif_Constr_Est_Med_P.shp";"SITUACAOFI";"situacaoFisica"
550;65;"PTO_Edif_Constr_Est_Med_P.shp";"MATCONSTR";"matConstr"
551;65;"PTO_Edif_Constr_Est_Med_P.shp";"NOMEABREV";"nomeAbrev"
552;65;"PTO_Edif_Constr_Est_Med_A.shp";"NOME";"nome"
553;65;"PTO_Edif_Constr_Est_Med_A.shp";"GEOMETRIAA";"geometriaAproximada"
554;65;"PTO_Edif_Constr_Est_Med_A.shp";"OPERACIONA";"operacional"
555;65;"PTO_Edif_Constr_Est_Med_A.shp";"SITUACAOFI";"situacaoFisica"
556;65;"PTO_Edif_Constr_Est_Med_A.shp";"MATCONSTR";"matConstr"
557;65;"PTO_Edif_Constr_Est_Med_A.shp";"NOMEABREV";"nomeAbrev"
39;14;"PTO_Area_Est_Med_Fenomenos_A.shp";"GEOMETRIAA";"geometriaAproximada"
1110;107;"LIM_Marco_De_Limite_P.shp";"NOME";"nome"
1111;107;"LIM_Marco_De_Limite_P.shp";"GEOMETRIAA";"geometriaAproximada"
1112;107;"LIM_Marco_De_Limite_P.shp";"TIPOMARCOL";"tipoMarcoLim"
1113;107;"LIM_Marco_De_Limite_P.shp";"LATITUDE";"latitude"
1114;107;"LIM_Marco_De_Limite_P.shp";"LONGITUDE";"longitude"
1115;107;"LIM_Marco_De_Limite_P.shp";"ALTITUDEOR";"altitudeOrtometrica"
1116;107;"LIM_Marco_De_Limite_P.shp";"SISTEMAGEO";"sistemaGeodesico"
1117;107;"LIM_Marco_De_Limite_P.shp";"OUTRAREFPL";"outraRefPlan"
73;186;"LOC_Area_Urbana_Isolada_A.shp";"GEOMETRIAA";"geometriaAproximada"
74;186;"LOC_Area_Urbana_Isolada_A.shp";"TIPOASSOCI";"tipoAssociado"
75;186;"LOC_Area_Urbana_Isolada_A.shp";"NOMEABREV";"nomeAbrev"
408;187;"TRA_Duto_L.shp";"NOME";"nome"
409;187;"TRA_Duto_L.shp";"NOMEABREV";"nomeAbrev"
770;188;"LOC_Edificacao_P.shp";"NOME";"nome"
771;188;"LOC_Edificacao_P.shp";"GEOMETRIAA";"geometriaAproximada"
772;188;"LOC_Edificacao_P.shp";"OPERACIONA";"operacional"
1685;156;"HID_Trecho_Drenagem_L.shp";"DENTRODEPO";"dentroDePoligono"
1686;156;"HID_Trecho_Drenagem_L.shp";"COMPARTILH";"compartilhado"
1687;156;"HID_Trecho_Drenagem_L.shp";"EIXOPRINCI";"eixoPrincipal"
1688;156;"HID_Trecho_Drenagem_L.shp";"NAVEGABILI";"navegabilidade"
1689;156;"HID_Trecho_Drenagem_L.shp";"CALADOMAX";"caladoMax"
1690;156;"HID_Trecho_Drenagem_L.shp";"REGIME";"regime"
1691;156;"HID_Trecho_Drenagem_L.shp";"LARGURAMED";"larguraMedia"
1029;98;"HID_Ilha_L.shp";"NOME";"nome"
1030;98;"HID_Ilha_L.shp";"GEOMETRIAA";"geometriaAproximada"
1031;98;"HID_Ilha_L.shp";"TIPOELEMNA";"tipoElemNat"
1032;98;"HID_Ilha_L.shp";"NOMEABREV";"nomeAbrev"
1033;98;"HID_Ilha_L.shp";"TIPOILHA";"tipoIlha"
1034;98;"HID_Ilha_A.shp";"NOME";"nome"
1035;98;"HID_Ilha_A.shp";"GEOMETRIAA";"geometriaAproximada"
1036;98;"HID_Ilha_A.shp";"TIPOELEMNA";"tipoElemNat"
1037;98;"HID_Ilha_A.shp";"NOMEABREV";"nomeAbrev"
1038;98;"HID_Ilha_A.shp";"TIPOILHA";"tipoIlha"
1477;137;"HID_Recife_P.shp";"NOME";"nome"
1876;179;"VEG_Veg_Restinga_A.shp";"ANTROPIZAD";"antropizada"
1877;179;"VEG_Veg_Restinga_A.shp";"NOMEABREV";"nomeAbrev"
191;180;"VEG_Campinarana_A.shp";"NOME";"nome"
192;180;"VEG_Campinarana_A.shp";"GEOMETRIAA";"geometriaAproximada"
193;180;"VEG_Campinarana_A.shp";"CLASSIFICA";"classificacaoPorte"
194;180;"VEG_Campinarana_A.shp";"DENSO";"denso"
195;180;"VEG_Campinarana_A.shp";"ALTURAMEDI";"alturaMediaIndividuos"
196;180;"VEG_Campinarana_A.shp";"ANTROPIZAD";"antropizada"
197;180;"VEG_Campinarana_A.shp";"NOMEABREV";"nomeAbrev"
882;181;"VEG_Floresta_A.shp";"NOME";"nome"
883;181;"VEG_Floresta_A.shp";"GEOMETRIAA";"geometriaAproximada"
884;181;"VEG_Floresta_A.shp";"CARACTERIS";"caracteristicaFloresta"
885;181;"VEG_Floresta_A.shp";"ESPECIEPRE";"especiePredominante"
886;181;"VEG_Floresta_A.shp";"CLASSIFICA";"classificacaoPorte"
887;181;"VEG_Floresta_A.shp";"DENSO";"denso"
888;181;"VEG_Floresta_A.shp";"ALTURAMEDI";"alturaMediaIndividuos"
889;181;"VEG_Floresta_A.shp";"ANTROPIZAD";"antropizada"
890;181;"VEG_Floresta_A.shp";"NOMEABREV";"nomeAbrev"
1095;182;"VEG_Macega_Chavascal_A.shp";"NOME";"nome"
1096;182;"VEG_Macega_Chavascal_A.shp";"GEOMETRIAA";"geometriaAproximada"
1097;182;"VEG_Macega_Chavascal_A.shp";"TIPOMACCHA";"tipoMacChav"
1098;182;"VEG_Macega_Chavascal_A.shp";"CLASSIFICA";"classificacaoPorte"
1099;182;"VEG_Macega_Chavascal_A.shp";"DENSO";"denso"
1100;182;"VEG_Macega_Chavascal_A.shp";"ALTURAMEDI";"alturaMediaIndividuos"
1101;182;"VEG_Macega_Chavascal_A.shp";"ANTROPIZAD";"antropizada"
1102;182;"VEG_Macega_Chavascal_A.shp";"NOMEABREV";"nomeAbrev"
225;183;"VEG_Cerrado_Cerradao_A.shp";"NOME";"nome"
226;183;"VEG_Cerrado_Cerradao_A.shp";"GEOMETRIAA";"geometriaAproximada"
227;183;"VEG_Cerrado_Cerradao_A.shp";"TIPOCERR";"tipoCerr"
1772;164;"TRA_Tunel_P.shp";"LARGURA";"largura"
1587;146;"ENC_Termeletrica_A.shp";"CODIGOESTA";"codigoEstacao"
1588;146;"ENC_Termeletrica_A.shp";"POTENCIAOU";"potenciaOutorgada"
1589;146;"ENC_Termeletrica_A.shp";"POTENCIAFI";"potenciaFiscalizada"
1590;146;"ENC_Termeletrica_A.shp";"NOMEABREV";"nomeAbrev"
1191;115;"LIM_Pais_A.shp";"NOME";"nome"
1118;107;"LIM_Marco_De_Limite_P.shp";"REFERENCIA";"referencialAltim"
1119;107;"LIM_Marco_De_Limite_P.shp";"OUTRAREFAL";"outraRefAlt"
1120;107;"LIM_Marco_De_Limite_P.shp";"ORGRESP";"orgResp"
1121;107;"LIM_Marco_De_Limite_P.shp";"NOMEABREV";"nomeAbrev"
1078;105;"LIM_Linha_De_Limite_L.shp";"NOME";"nome"
1079;105;"LIM_Linha_De_Limite_L.shp";"GEOMETRIAA";"geometriaAproximada"
1080;105;"LIM_Linha_De_Limite_L.shp";"COINCIDECO";"coincideComDentroDe"
1081;105;"LIM_Linha_De_Limite_L.shp";"EXTENSAO";"extensao"
1082;105;"LIM_Linha_De_Limite_L.shp";"NOMEABREV";"nomeAbrev"
1071;104;"LIM_Limite_Politico_Administrativo_L.shp";"NOME";"nome"
1072;104;"LIM_Limite_Politico_Administrativo_L.shp";"GEOMETRIAA";"geometriaAproximada"
1073;104;"LIM_Limite_Politico_Administrativo_L.shp";"COINCIDECO";"coincideComDentroDe"
1074;104;"LIM_Limite_Politico_Administrativo_L.shp";"EXTENSAO";"extensao"
1075;104;"LIM_Limite_Politico_Administrativo_L.shp";"NOMEABREV";"nomeAbrev"
1076;104;"LIM_Limite_Politico_Administrativo_L.shp";"TIPOLIMPOL";"tipoLimPol"
1077;104;"LIM_Limite_Politico_Administrativo_L.shp";"OBSSITUACA";"obsSituacao"
1046;100;"LIM_Limite_Intra_Municipal_Administrativo_L.shp";"NOME";"nome"
1047;100;"LIM_Limite_Intra_Municipal_Administrativo_L.shp";"GEOMETRIAA";"geometriaAproximada"
1048;100;"LIM_Limite_Intra_Municipal_Administrativo_L.shp";"COINCIDECO";"coincideComDentroDe"
1049;100;"LIM_Limite_Intra_Municipal_Administrativo_L.shp";"EXTENSAO";"extensao"
1050;100;"LIM_Limite_Intra_Municipal_Administrativo_L.shp";"NOMEABREV";"nomeAbrev"
1051;100;"LIM_Limite_Intra_Municipal_Administrativo_L.shp";"TIPOLIMINT";"tipoLimIntraMun"
1052;100;"LIM_Limite_Intra_Municipal_Administrativo_L.shp";"OBSSITUACA";"obsSituacao"
1058;102;"LIM_Limite_Operacional_L.shp";"NOME";"nome"
1059;102;"LIM_Limite_Operacional_L.shp";"GEOMETRIAA";"geometriaAproximada"
1060;102;"LIM_Limite_Operacional_L.shp";"COINCIDECO";"coincideComDentroDe"
1061;102;"LIM_Limite_Operacional_L.shp";"EXTENSAO";"extensao"
1062;102;"LIM_Limite_Operacional_L.shp";"NOMEABREV";"nomeAbrev"
1063;102;"LIM_Limite_Operacional_L.shp";"TIPOLIMOPE";"tipoLimOper"
1064;102;"LIM_Limite_Operacional_L.shp";"OBSSITUACA";"obsSituacao"
1184;114;"LIM_Outros_Limites_Oficiais_L.shp";"NOME";"nome"
1185;114;"LIM_Outros_Limites_Oficiais_L.shp";"GEOMETRIAA";"geometriaAproximada"
1186;114;"LIM_Outros_Limites_Oficiais_L.shp";"COINCIDECO";"coincideComDentroDe"
1187;114;"LIM_Outros_Limites_Oficiais_L.shp";"EXTENSAO";"extensao"
1188;114;"LIM_Outros_Limites_Oficiais_L.shp";"NOMEABREV";"nomeAbrev"
1189;114;"LIM_Outros_Limites_Oficiais_L.shp";"TIPOOUTLIM";"tipoOutLimOfic"
1190;114;"LIM_Outros_Limites_Oficiais_L.shp";"OBSSITUACA";"obsSituacao"
1065;103;"LIM_Limite_Particular_L.shp";"NOME";"nome"
1066;103;"LIM_Limite_Particular_L.shp";"GEOMETRIAA";"geometriaAproximada"
1067;103;"LIM_Limite_Particular_L.shp";"COINCIDECO";"coincideComDentroDe"
1068;103;"LIM_Limite_Particular_L.shp";"EXTENSAO";"extensao"
1069;103;"LIM_Limite_Particular_L.shp";"NOMEABREV";"nomeAbrev"
1070;103;"LIM_Limite_Particular_L.shp";"OBSSITUACA";"obsSituacao"
22;8;"LIM_Area_De_Propriedade_Particular_A.shp";"NOME";"nome"
23;8;"LIM_Area_De_Propriedade_Particular_A.shp";"GEOMETRIAA";"geometriaAproximada"
24;8;"LIM_Area_De_Propriedade_Particular_A.shp";"NOMEABREV";"nomeAbrev"
1039;99;"LIM_Limite_Area_Especial_L.shp";"NOME";"nome"
1040;99;"LIM_Limite_Area_Especial_L.shp";"GEOMETRIAA";"geometriaAproximada"
1041;99;"LIM_Limite_Area_Especial_L.shp";"COINCIDECO";"coincideComDentroDe"
1042;99;"LIM_Limite_Area_Especial_L.shp";"EXTENSAO";"extensao"
1043;99;"LIM_Limite_Area_Especial_L.shp";"NOMEABREV";"nomeAbrev"
1044;99;"LIM_Limite_Area_Especial_L.shp";"TIPOLIMARE";"tipoLimAreaEsp"
1045;99;"LIM_Limite_Area_Especial_L.shp";"OBSSITUACA";"obsSituacao"
1192;115;"LIM_Pais_A.shp";"GEOMETRIAA";"geometriaAproximada"
1193;115;"LIM_Pais_A.shp";"SIGLA";"sigla"
1194;115;"LIM_Pais_A.shp";"CODISO3166";"codIso3166"
1195;115;"LIM_Pais_A.shp";"NOMEABREV";"nomeAbrev"
1811;166;"LIM_Unidade_Federacao_A.shp";"NOME";"nome"
1812;166;"LIM_Unidade_Federacao_A.shp";"GEOMETRIAA";"geometriaAproximada"
1813;166;"LIM_Unidade_Federacao_A.shp";"GEOCODIGO";"geocodigo"
1814;166;"LIM_Unidade_Federacao_A.shp";"SIGLA";"sigla"
1815;166;"LIM_Unidade_Federacao_A.shp";"NOMEABREV";"nomeAbrev"
1128;109;"LIM_Municipio_A.shp";"NOME";"nome"
1129;109;"LIM_Municipio_A.shp";"GEOMETRIAA";"geometriaAproximada"
1130;109;"LIM_Municipio_A.shp";"GEOCODIGO";"geocodigo"
1131;109;"LIM_Municipio_A.shp";"ANODEREFER";"anoDeReferencia"
