"idarquivocampo";"classe";"arquivo";"campode";"campopara"
190;36;"TRA_Caminho_Aereo_L.shp";"NOMEABREV";"nomeAbrev"
921;91;"TRA_Funicular_P.shp";"NOME";"nome"
922;91;"TRA_Funicular_P.shp";"GEOMETRIAA";"geometriaAproximada"
923;91;"TRA_Funicular_P.shp";"OPERACIONA";"operacional"
924;91;"TRA_Funicular_P.shp";"SITUACAOFI";"situacaoFisica"
925;91;"TRA_Funicular_P.shp";"NOMEABREV";"nomeAbrev"
926;91;"TRA_Funicular_L.shp";"NOME";"nome"
927;91;"TRA_Funicular_L.shp";"GEOMETRIAA";"geometriaAproximada"
928;91;"TRA_Funicular_L.shp";"OPERACIONA";"operacional"
929;91;"TRA_Funicular_L.shp";"SITUACAOFI";"situacaoFisica"
930;91;"TRA_Funicular_L.shp";"NOMEABREV";"nomeAbrev"
287;47;"TRA_Cremalheira_P.shp";"NOME";"nome"
288;47;"TRA_Cremalheira_P.shp";"GEOMETRIAA";"geometriaAproximada"
289;47;"TRA_Cremalheira_P.shp";"OPERACIONA";"operacional"
290;47;"TRA_Cremalheira_P.shp";"SITUACAOFI";"situacaoFisica"
291;47;"TRA_Cremalheira_P.shp";"NOMEABREV";"nomeAbrev"
292;47;"TRA_Cremalheira_L.shp";"NOME";"nome"
293;47;"TRA_Cremalheira_L.shp";"GEOMETRIAA";"geometriaAproximada"
294;47;"TRA_Cremalheira_L.shp";"OPERACIONA";"operacional"
295;47;"TRA_Cremalheira_L.shp";"SITUACAOFI";"situacaoFisica"
296;47;"TRA_Cremalheira_L.shp";"NOMEABREV";"nomeAbrev"
1695;157;"TRA_Trecho_Duto_L.shp";"NOME";"nome"
1696;157;"TRA_Trecho_Duto_L.shp";"GEOMETRIAA";"geometriaAproximada"
1697;157;"TRA_Trecho_Duto_L.shp";"TIPOTRECHO";"tipoTrechoDuto"
1698;157;"TRA_Trecho_Duto_L.shp";"MATTRANSP";"matTransp"
1699;157;"TRA_Trecho_Duto_L.shp";"SETOR";"setor"
1700;157;"TRA_Trecho_Duto_L.shp";"POSICAOREL";"posicaoRelativa"
1701;157;"TRA_Trecho_Duto_L.shp";"MATCONSTR";"matConstr"
1702;157;"TRA_Trecho_Duto_L.shp";"NRDUTOS";"nrDutos"
1703;157;"TRA_Trecho_Duto_L.shp";"SITUACAOES";"situacaoEspacial"
1704;157;"TRA_Trecho_Duto_L.shp";"OPERACIONA";"operacional"
1705;157;"TRA_Trecho_Duto_L.shp";"SITUACAOFI";"situacaoFisica"
1706;157;"TRA_Trecho_Duto_L.shp";"NOMEABREV";"nomeAbrev"
33;10;"TRA_Area_Duto_A.shp";"GEOMETRIAA";"geometriaAproximada"
1083;106;"TRA_Local_Critico_P.shp";"NOME";"nome"
1084;106;"TRA_Local_Critico_P.shp";"GEOMETRIAA";"geometriaAproximada"
1085;106;"TRA_Local_Critico_P.shp";"TIPOLOCALC";"tipoLocalCrit"
1086;106;"TRA_Local_Critico_P.shp";"NOMEABREV";"nomeAbrev"
1087;106;"TRA_Local_Critico_L.shp";"NOME";"nome"
1088;106;"TRA_Local_Critico_L.shp";"GEOMETRIAA";"geometriaAproximada"
1089;106;"TRA_Local_Critico_L.shp";"TIPOLOCALC";"tipoLocalCrit"
1090;106;"TRA_Local_Critico_L.shp";"NOMEABREV";"nomeAbrev"
1091;106;"TRA_Local_Critico_A.shp";"NOME";"nome"
1092;106;"TRA_Local_Critico_A.shp";"GEOMETRIAA";"geometriaAproximada"
1093;106;"TRA_Local_Critico_A.shp";"TIPOLOCALC";"tipoLocalCrit"
1094;106;"TRA_Local_Critico_A.shp";"NOMEABREV";"nomeAbrev"
251;43;"TRA_Condutor_Hidrico_L.shp";"NOME";"nome"
252;43;"TRA_Condutor_Hidrico_L.shp";"GEOMETRIAA";"geometriaAproximada"
253;43;"TRA_Condutor_Hidrico_L.shp";"TIPOTRECHO";"tipoTrechoDuto"
254;43;"TRA_Condutor_Hidrico_L.shp";"MATTRANSP";"matTransp"
255;43;"TRA_Condutor_Hidrico_L.shp";"SETOR";"setor"
256;43;"TRA_Condutor_Hidrico_L.shp";"POSICAOREL";"posicaoRelativa"
257;43;"TRA_Condutor_Hidrico_L.shp";"MATCONSTR";"matConstr"
258;43;"TRA_Condutor_Hidrico_L.shp";"NRDUTOS";"nrDutos"
259;43;"TRA_Condutor_Hidrico_L.shp";"SITUACAOES";"situacaoEspacial"
260;43;"TRA_Condutor_Hidrico_L.shp";"OPERACIONA";"operacional"
261;43;"TRA_Condutor_Hidrico_L.shp";"SITUACAOFI";"situacaoFisica"
262;43;"TRA_Condutor_Hidrico_L.shp";"NOMEABREV";"nomeAbrev"
263;43;"TRA_Condutor_Hidrico_L.shp";"TIPOCONDUT";"tipoCondutor"
1272;121;"TRA_Pista_Ponto_Pouso_P.shp";"GEOMETRIAA";"geometriaAproximada"
1273;121;"TRA_Pista_Ponto_Pouso_P.shp";"TIPOPISTA";"tipoPista"
1274;121;"TRA_Pista_Ponto_Pouso_P.shp";"REVESTIMEN";"revestimento"
1275;121;"TRA_Pista_Ponto_Pouso_P.shp";"USOPISTA";"usoPista"
1276;121;"TRA_Pista_Ponto_Pouso_P.shp";"HOMOLOGACA";"homologacao"
1277;121;"TRA_Pista_Ponto_Pouso_P.shp";"OPERACIONA";"operacional"
1278;121;"TRA_Pista_Ponto_Pouso_P.shp";"SITUACAOFI";"situacaoFisica"
1279;121;"TRA_Pista_Ponto_Pouso_P.shp";"LARGURA";"largura"
1280;121;"TRA_Pista_Ponto_Pouso_P.shp";"EXTENSAO";"extensao"
1281;121;"TRA_Pista_Ponto_Pouso_P.shp";"NOMEABREV";"nomeAbrev"
1282;121;"TRA_Pista_Ponto_Pouso_L.shp";"GEOMETRIAA";"geometriaAproximada"
1283;121;"TRA_Pista_Ponto_Pouso_L.shp";"TIPOPISTA";"tipoPista"
1284;121;"TRA_Pista_Ponto_Pouso_L.shp";"REVESTIMEN";"revestimento"
1285;121;"TRA_Pista_Ponto_Pouso_L.shp";"USOPISTA";"usoPista"
1286;121;"TRA_Pista_Ponto_Pouso_L.shp";"HOMOLOGACA";"homologacao"
1287;121;"TRA_Pista_Ponto_Pouso_L.shp";"OPERACIONA";"operacional"
1288;121;"TRA_Pista_Ponto_Pouso_L.shp";"SITUACAOFI";"situacaoFisica"
1289;121;"TRA_Pista_Ponto_Pouso_L.shp";"LARGURA";"largura"
1290;121;"TRA_Pista_Ponto_Pouso_L.shp";"EXTENSAO";"extensao"
1291;121;"TRA_Pista_Ponto_Pouso_L.shp";"NOMEABREV";"nomeAbrev"
1292;121;"TRA_Pista_Ponto_Pouso_A.shp";"GEOMETRIAA";"geometriaAproximada"
1293;121;"TRA_Pista_Ponto_Pouso_A.shp";"TIPOPISTA";"tipoPista"
1294;121;"TRA_Pista_Ponto_Pouso_A.shp";"REVESTIMEN";"revestimento"
1295;121;"TRA_Pista_Ponto_Pouso_A.shp";"USOPISTA";"usoPista"
1296;121;"TRA_Pista_Ponto_Pouso_A.shp";"HOMOLOGACA";"homologacao"
1297;121;"TRA_Pista_Ponto_Pouso_A.shp";"OPERACIONA";"operacional"
1298;121;"TRA_Pista_Ponto_Pouso_A.shp";"SITUACAOFI";"situacaoFisica"
1299;121;"TRA_Pista_Ponto_Pouso_A.shp";"LARGURA";"largura"
1300;121;"TRA_Pista_Ponto_Pouso_A.shp";"EXTENSAO";"extensao"
1301;121;"TRA_Pista_Ponto_Pouso_A.shp";"NOMEABREV";"nomeAbrev"
530;64;"TRA_Edif_Constr_Aeroportuaria_P.shp";"NOME";"nome"
531;64;"TRA_Edif_Constr_Aeroportuaria_P.shp";"GEOMETRIAA";"geometriaAproximada"
532;64;"TRA_Edif_Constr_Aeroportuaria_P.shp";"OPERACIONA";"operacional"
533;64;"TRA_Edif_Constr_Aeroportuaria_P.shp";"SITUACAOFI";"situacaoFisica"
534;64;"TRA_Edif_Constr_Aeroportuaria_P.shp";"MATCONSTR";"matConstr"
535;64;"TRA_Edif_Constr_Aeroportuaria_P.shp";"NOMEABREV";"nomeAbrev"
536;64;"TRA_Edif_Constr_Aeroportuaria_P.shp";"TIPOEDIFAE";"tipoEdifAero"
537;64;"TRA_Edif_Constr_Aeroportuaria_P.shp";"ADMINISTRA";"administracao"
538;64;"TRA_Edif_Constr_Aeroportuaria_A.shp";"NOME";"nome"
539;64;"TRA_Edif_Constr_Aeroportuaria_A.shp";"GEOMETRIAA";"geometriaAproximada"
540;64;"TRA_Edif_Constr_Aeroportuaria_A.shp";"OPERACIONA";"operacional"
541;64;"TRA_Edif_Constr_Aeroportuaria_A.shp";"SITUACAOFI";"situacaoFisica"
542;64;"TRA_Edif_Constr_Aeroportuaria_A.shp";"MATCONSTR";"matConstr"
543;64;"TRA_Edif_Constr_Aeroportuaria_A.shp";"NOMEABREV";"nomeAbrev"
544;64;"TRA_Edif_Constr_Aeroportuaria_A.shp";"TIPOEDIFAE";"tipoEdifAero"
545;64;"TRA_Edif_Constr_Aeroportuaria_A.shp";"ADMINISTRA";"administracao"
1733;160;"TRA_Trecho_Hidroviario_L.shp";"NOME";"nome"
1734;160;"TRA_Trecho_Hidroviario_L.shp";"GEOMETRIAA";"geometriaAproximada"
1735;160;"TRA_Trecho_Hidroviario_L.shp";"OPERACIONA";"operacional"
1736;160;"TRA_Trecho_Hidroviario_L.shp";"SITUACAOFI";"situacaoFisica"
1737;160;"TRA_Trecho_Hidroviario_L.shp";"REGIME";"regime"
1738;160;"TRA_Trecho_Hidroviario_L.shp";"EXTENSAOTR";"extensaoTrecho"
1739;160;"TRA_Trecho_Hidroviario_L.shp";"CALADOMAXS";"caladoMaxSeca"
1740;160;"TRA_Trecho_Hidroviario_L.shp";"NOMEABREV";"nomeAbrev"
1352;127;"TRA_Ponto_Hidroviario_P.shp";"GEOMETRIAA";"geometriaAproximada"
1353;127;"TRA_Ponto_Hidroviario_P.shp";"RELACIONAD";"relacionado"
410;57;"TRA_Eclusa_P.shp";"NOME";"nome"
411;57;"TRA_Eclusa_P.shp";"GEOMETRIAA";"geometriaAproximada"
412;57;"TRA_Eclusa_P.shp";"DESNIVEL";"desnivel"
413;57;"TRA_Eclusa_P.shp";"LARGURA";"largura"
414;57;"TRA_Eclusa_P.shp";"EXTENSAO";"extensao"
415;57;"TRA_Eclusa_P.shp";"CALADO";"calado"
416;57;"TRA_Eclusa_P.shp";"MATCONSTR";"matConstr"
417;57;"TRA_Eclusa_P.shp";"OPERACIONA";"operacional"
418;57;"TRA_Eclusa_P.shp";"SITUACAOFI";"situacaoFisica"
419;57;"TRA_Eclusa_P.shp";"NOMEABREV";"nomeAbrev"
420;57;"TRA_Eclusa_L.shp";"NOME";"nome"
421;57;"TRA_Eclusa_L.shp";"GEOMETRIAA";"geometriaAproximada"
422;57;"TRA_Eclusa_L.shp";"DESNIVEL";"desnivel"
423;57;"TRA_Eclusa_L.shp";"LARGURA";"largura"
424;57;"TRA_Eclusa_L.shp";"EXTENSAO";"extensao"
425;57;"TRA_Eclusa_L.shp";"CALADO";"calado"
426;57;"TRA_Eclusa_L.shp";"MATCONSTR";"matConstr"
427;57;"TRA_Eclusa_L.shp";"OPERACIONA";"operacional"
428;57;"TRA_Eclusa_L.shp";"SITUACAOFI";"situacaoFisica"
429;57;"TRA_Eclusa_L.shp";"NOMEABREV";"nomeAbrev"
430;57;"TRA_Eclusa_A.shp";"NOME";"nome"
431;57;"TRA_Eclusa_A.shp";"GEOMETRIAA";"geometriaAproximada"
432;57;"TRA_Eclusa_A.shp";"DESNIVEL";"desnivel"
433;57;"TRA_Eclusa_A.shp";"LARGURA";"largura"
434;57;"TRA_Eclusa_A.shp";"EXTENSAO";"extensao"
435;57;"TRA_Eclusa_A.shp";"CALADO";"calado"
436;57;"TRA_Eclusa_A.shp";"MATCONSTR";"matConstr"
437;57;"TRA_Eclusa_A.shp";"OPERACIONA";"operacional"
438;57;"TRA_Eclusa_A.shp";"SITUACAOFI";"situacaoFisica"
439;57;"TRA_Eclusa_A.shp";"NOMEABREV";"nomeAbrev"
558;66;"TRA_Edif_Constr_Portuaria_P.shp";"NOME";"nome"
559;66;"TRA_Edif_Constr_Portuaria_P.shp";"GEOMETRIAA";"geometriaAproximada"
560;66;"TRA_Edif_Constr_Portuaria_P.shp";"OPERACIONA";"operacional"
561;66;"TRA_Edif_Constr_Portuaria_P.shp";"SITUACAOFI";"situacaoFisica"
562;66;"TRA_Edif_Constr_Portuaria_P.shp";"MATCONSTR";"matConstr"
563;66;"TRA_Edif_Constr_Portuaria_P.shp";"NOMEABREV";"nomeAbrev"
564;66;"TRA_Edif_Constr_Portuaria_P.shp";"TIPOEDIFPO";"tipoEdifPort"
565;66;"TRA_Edif_Constr_Portuaria_P.shp";"ADMINISTRA";"administracao"
566;66;"TRA_Edif_Constr_Portuaria_A.shp";"NOME";"nome"
567;66;"TRA_Edif_Constr_Portuaria_A.shp";"GEOMETRIAA";"geometriaAproximada"
568;66;"TRA_Edif_Constr_Portuaria_A.shp";"OPERACIONA";"operacional"
569;66;"TRA_Edif_Constr_Portuaria_A.shp";"SITUACAOFI";"situacaoFisica"
570;66;"TRA_Edif_Constr_Portuaria_A.shp";"MATCONSTR";"matConstr"
571;66;"TRA_Edif_Constr_Portuaria_A.shp";"NOMEABREV";"nomeAbrev"
572;66;"TRA_Edif_Constr_Portuaria_A.shp";"TIPOEDIFPO";"tipoEdifPort"
573;66;"TRA_Edif_Constr_Portuaria_A.shp";"ADMINISTRA";"administracao"
103;31;"TRA_Atracadouro_P.shp";"NOME";"nome"
104;31;"TRA_Atracadouro_P.shp";"GEOMETRIAA";"geometriaAproximada"
105;31;"TRA_Atracadouro_P.shp";"TIPOATRACA";"tipoAtracad"
106;31;"TRA_Atracadouro_P.shp";"ADMINISTRA";"administracao"
107;31;"TRA_Atracadouro_P.shp";"MATCONSTR";"matConstr"
108;31;"TRA_Atracadouro_P.shp";"OPERACIONA";"operacional"
109;31;"TRA_Atracadouro_P.shp";"SITUACAOFI";"situacaoFisica"
110;31;"TRA_Atracadouro_P.shp";"NOMEABREV";"nomeAbrev"
111;31;"TRA_Atracadouro_L.shp";"NOME";"nome"
112;31;"TRA_Atracadouro_L.shp";"GEOMETRIAA";"geometriaAproximada"
113;31;"TRA_Atracadouro_L.shp";"TIPOATRACA";"tipoAtracad"
114;31;"TRA_Atracadouro_L.shp";"ADMINISTRA";"administracao"
115;31;"TRA_Atracadouro_L.shp";"MATCONSTR";"matConstr"
116;31;"TRA_Atracadouro_L.shp";"OPERACIONA";"operacional"
117;31;"TRA_Atracadouro_L.shp";"SITUACAOFI";"situacaoFisica"
118;31;"TRA_Atracadouro_L.shp";"NOMEABREV";"nomeAbrev"
1149;111;"LOC_Nome_Local_P.shp";"GEOMETRIAA";"geometriaAproximada"
1150;111;"LOC_Nome_Local_P.shp";"NOMEABREV";"nomeAbrev"
1166;113;"LIM_Outras_Unid_Protegidas_P.shp";"NOME";"nome"
1167;113;"LIM_Outras_Unid_Protegidas_P.shp";"GEOMETRIAA";"geometriaAproximada"
1168;113;"LIM_Outras_Unid_Protegidas_P.shp";"TIPOOUTUNI";"tipoOutUnidProt"
119;31;"TRA_Atracadouro_A.shp";"NOME";"nome"
120;31;"TRA_Atracadouro_A.shp";"GEOMETRIAA";"geometriaAproximada"
121;31;"TRA_Atracadouro_A.shp";"TIPOATRACA";"tipoAtracad"
122;31;"TRA_Atracadouro_A.shp";"ADMINISTRA";"administracao"
123;31;"TRA_Atracadouro_A.shp";"MATCONSTR";"matConstr"
124;31;"TRA_Atracadouro_A.shp";"OPERACIONA";"operacional"
125;31;"TRA_Atracadouro_A.shp";"SITUACAOFI";"situacaoFisica"
126;31;"TRA_Atracadouro_A.shp";"NOMEABREV";"nomeAbrev"
906;90;"TRA_Fundeadouro_P.shp";"NOME";"nome"
907;90;"TRA_Fundeadouro_P.shp";"GEOMETRIAA";"geometriaAproximada"
908;90;"TRA_Fundeadouro_P.shp";"DESTINACAO";"destinacaoFundeadouro"
909;90;"TRA_Fundeadouro_P.shp";"ADMINISTRA";"administracao"
910;90;"TRA_Fundeadouro_P.shp";"NOMEABREV";"nomeAbrev"
911;90;"TRA_Fundeadouro_L.shp";"NOME";"nome"
912;90;"TRA_Fundeadouro_L.shp";"GEOMETRIAA";"geometriaAproximada"
913;90;"TRA_Fundeadouro_L.shp";"DESTINACAO";"destinacaoFundeadouro"
914;90;"TRA_Fundeadouro_L.shp";"ADMINISTRA";"administracao"
915;90;"TRA_Fundeadouro_L.shp";"NOMEABREV";"nomeAbrev"
916;90;"TRA_Fundeadouro_A.shp";"NOME";"nome"
917;90;"TRA_Fundeadouro_A.shp";"GEOMETRIAA";"geometriaAproximada"
918;90;"TRA_Fundeadouro_A.shp";"DESTINACAO";"destinacaoFundeadouro"
919;90;"TRA_Fundeadouro_A.shp";"ADMINISTRA";"administracao"
920;90;"TRA_Fundeadouro_A.shp";"NOMEABREV";"nomeAbrev"
1151;112;"TRA_Obstaculo_Navegacao_P.shp";"NOME";"nome"
1152;112;"TRA_Obstaculo_Navegacao_P.shp";"GEOMETRIAA";"geometriaAproximada"
1153;112;"TRA_Obstaculo_Navegacao_P.shp";"TIPOOBST";"tipoObst"
1154;112;"TRA_Obstaculo_Navegacao_P.shp";"SITUACAOEM";"situacaoEmAgua"
1155;112;"TRA_Obstaculo_Navegacao_P.shp";"NOMEABREV";"nomeAbrev"
1156;112;"TRA_Obstaculo_Navegacao_L.shp";"NOME";"nome"
1157;112;"TRA_Obstaculo_Navegacao_L.shp";"GEOMETRIAA";"geometriaAproximada"
1158;112;"TRA_Obstaculo_Navegacao_L.shp";"TIPOOBST";"tipoObst"
1159;112;"TRA_Obstaculo_Navegacao_L.shp";"SITUACAOEM";"situacaoEmAgua"
1160;112;"TRA_Obstaculo_Navegacao_L.shp";"NOMEABREV";"nomeAbrev"
1161;112;"TRA_Obstaculo_Navegacao_A.shp";"NOME";"nome"
1162;112;"TRA_Obstaculo_Navegacao_A.shp";"GEOMETRIAA";"geometriaAproximada"
1163;112;"TRA_Obstaculo_Navegacao_A.shp";"TIPOOBST";"tipoObst"
1164;112;"TRA_Obstaculo_Navegacao_A.shp";"SITUACAOEM";"situacaoEmAgua"
1165;112;"TRA_Obstaculo_Navegacao_A.shp";"NOMEABREV";"nomeAbrev"
1537;143;"TRA_Sinalizacao_P.shp";"NOME";"nome"
1538;143;"TRA_Sinalizacao_P.shp";"GEOMETRIAA";"geometriaAproximada"
1539;143;"TRA_Sinalizacao_P.shp";"TIPOSINAL";"tipoSinal"
1540;143;"TRA_Sinalizacao_P.shp";"OPERACIONA";"operacional"
1541;143;"TRA_Sinalizacao_P.shp";"SITUACAOFI";"situacaoFisica"
1542;143;"TRA_Sinalizacao_P.shp";"NOMEABREV";"nomeAbrev"
879;86;"TRA_Faixa_Seguranca_A.shp";"GEOMETRIAA";"geometriaAproximada"
880;86;"TRA_Faixa_Seguranca_A.shp";"LARGURA";"largura"
881;86;"TRA_Faixa_Seguranca_A.shp";"EXTENSAO";"extensao"
37;12;"ENC_Area_Energia_Eletrica_A.shp";"GEOMETRIAA";"geometriaAproximada"
574;67;"ENC_Edif_Energia_P.shp";"NOME";"nome"
575;67;"ENC_Edif_Energia_P.shp";"GEOMETRIAA";"geometriaAproximada"
576;67;"ENC_Edif_Energia_P.shp";"OPERACIONA";"operacional"
577;67;"ENC_Edif_Energia_P.shp";"SITUACAOFI";"situacaoFisica"
578;67;"ENC_Edif_Energia_P.shp";"MATCONSTR";"matConstr"
579;67;"ENC_Edif_Energia_P.shp";"NOMEABREV";"nomeAbrev"
580;67;"ENC_Edif_Energia_P.shp";"TIPOEDIFEN";"tipoEdifEnergia"
581;67;"ENC_Edif_Energia_A.shp";"NOME";"nome"
582;67;"ENC_Edif_Energia_A.shp";"GEOMETRIAA";"geometriaAproximada"
583;67;"ENC_Edif_Energia_A.shp";"OPERACIONA";"operacional"
584;67;"ENC_Edif_Energia_A.shp";"SITUACAOFI";"situacaoFisica"
585;67;"ENC_Edif_Energia_A.shp";"MATCONSTR";"matConstr"
586;67;"ENC_Edif_Energia_A.shp";"NOMEABREV";"nomeAbrev"
587;67;"ENC_Edif_Energia_A.shp";"TIPOEDIFEN";"tipoEdifEnergia"
819;84;"ENC_Est_Gerad_Energia_Eletrica_P.shp";"NOME";"nome"
820;84;"ENC_Est_Gerad_Energia_Eletrica_P.shp";"GEOMETRIAA";"geometriaAproximada"
821;84;"ENC_Est_Gerad_Energia_Eletrica_P.shp";"TIPOESTGER";"tipoEstGerad"
822;84;"ENC_Est_Gerad_Energia_Eletrica_P.shp";"OPERACIONA";"operacional"
823;84;"ENC_Est_Gerad_Energia_Eletrica_P.shp";"SITUACAOFI";"situacaoFisica"
824;84;"ENC_Est_Gerad_Energia_Eletrica_P.shp";"DESTENERGE";"destEnergElet"
825;84;"ENC_Est_Gerad_Energia_Eletrica_P.shp";"CODIGOESTA";"codigoEstacao"
826;84;"ENC_Est_Gerad_Energia_Eletrica_P.shp";"POTENCIAOU";"potenciaOutorgada"
827;84;"ENC_Est_Gerad_Energia_Eletrica_P.shp";"POTENCIAFI";"potenciaFiscalizada"
828;84;"ENC_Est_Gerad_Energia_Eletrica_P.shp";"NOMEABREV";"nomeAbrev"
829;84;"ENC_Est_Gerad_Energia_Eletrica_L.shp";"NOME";"nome"
830;84;"ENC_Est_Gerad_Energia_Eletrica_L.shp";"GEOMETRIAA";"geometriaAproximada"
831;84;"ENC_Est_Gerad_Energia_Eletrica_L.shp";"TIPOESTGER";"tipoEstGerad"
832;84;"ENC_Est_Gerad_Energia_Eletrica_L.shp";"OPERACIONA";"operacional"
833;84;"ENC_Est_Gerad_Energia_Eletrica_L.shp";"SITUACAOFI";"situacaoFisica"
834;84;"ENC_Est_Gerad_Energia_Eletrica_L.shp";"DESTENERGE";"destEnergElet"
835;84;"ENC_Est_Gerad_Energia_Eletrica_L.shp";"CODIGOESTA";"codigoEstacao"
836;84;"ENC_Est_Gerad_Energia_Eletrica_L.shp";"POTENCIAOU";"potenciaOutorgada"
837;84;"ENC_Est_Gerad_Energia_Eletrica_L.shp";"POTENCIAFI";"potenciaFiscalizada"
838;84;"ENC_Est_Gerad_Energia_Eletrica_L.shp";"NOMEABREV";"nomeAbrev"
839;84;"ENC_Est_Gerad_Energia_Eletrica_A.shp";"NOME";"nome"
1169;113;"LIM_Outras_Unid_Protegidas_P.shp";"ANOCRIACAO";"anoCriacao"
1170;113;"LIM_Outras_Unid_Protegidas_P.shp";"HISTORICOM";"historicoModificacao"
1171;113;"LIM_Outras_Unid_Protegidas_P.shp";"SIGLA";"sigla"
1172;113;"LIM_Outras_Unid_Protegidas_P.shp";"AREAOFICIA";"areaOficial"
1173;113;"LIM_Outras_Unid_Protegidas_P.shp";"ADMINISTRA";"administracao"
1174;113;"LIM_Outras_Unid_Protegidas_P.shp";"NOMEABREV";"nomeAbrev"
1175;113;"LIM_Outras_Unid_Protegidas_A.shp";"NOME";"nome"
1176;113;"LIM_Outras_Unid_Protegidas_A.shp";"GEOMETRIAA";"geometriaAproximada"
1177;113;"LIM_Outras_Unid_Protegidas_A.shp";"TIPOOUTUNI";"tipoOutUnidProt"
1178;113;"LIM_Outras_Unid_Protegidas_A.shp";"ANOCRIACAO";"anoCriacao"
1179;113;"LIM_Outras_Unid_Protegidas_A.shp";"HISTORICOM";"historicoModificacao"
1180;113;"LIM_Outras_Unid_Protegidas_A.shp";"SIGLA";"sigla"
1181;113;"LIM_Outras_Unid_Protegidas_A.shp";"AREAOFICIA";"areaOficial"
1182;113;"LIM_Outras_Unid_Protegidas_A.shp";"ADMINISTRA";"administracao"
1183;113;"LIM_Outras_Unid_Protegidas_A.shp";"NOMEABREV";"nomeAbrev"
840;84;"ENC_Est_Gerad_Energia_Eletrica_A.shp";"GEOMETRIAA";"geometriaAproximada"
841;84;"ENC_Est_Gerad_Energia_Eletrica_A.shp";"TIPOESTGER";"tipoEstGerad"
842;84;"ENC_Est_Gerad_Energia_Eletrica_A.shp";"OPERACIONA";"operacional"
843;84;"ENC_Est_Gerad_Energia_Eletrica_A.shp";"SITUACAOFI";"situacaoFisica"
844;84;"ENC_Est_Gerad_Energia_Eletrica_A.shp";"DESTENERGE";"destEnergElet"
845;84;"ENC_Est_Gerad_Energia_Eletrica_A.shp";"CODIGOESTA";"codigoEstacao"
846;84;"ENC_Est_Gerad_Energia_Eletrica_A.shp";"POTENCIAOU";"potenciaOutorgada"
847;84;"ENC_Est_Gerad_Energia_Eletrica_A.shp";"POTENCIAFI";"potenciaFiscalizada"
848;84;"ENC_Est_Gerad_Energia_Eletrica_A.shp";"NOMEABREV";"nomeAbrev"
988;96;"ENC_Hidreletrica_P.shp";"NOME";"nome"
989;96;"ENC_Hidreletrica_P.shp";"GEOMETRIAA";"geometriaAproximada"
990;96;"ENC_Hidreletrica_P.shp";"TIPOESTGER";"tipoEstGerad"
991;96;"ENC_Hidreletrica_P.shp";"OPERACIONA";"operacional"
992;96;"ENC_Hidreletrica_P.shp";"SITUACAOFI";"situacaoFisica"
993;96;"ENC_Hidreletrica_P.shp";"DESTENERGE";"destEnergElet"
994;96;"ENC_Hidreletrica_P.shp";"CODIGOESTA";"codigoEstacao"
995;96;"ENC_Hidreletrica_P.shp";"POTENCIAOU";"potenciaOutorgada"
996;96;"ENC_Hidreletrica_P.shp";"POTENCIAFI";"potenciaFiscalizada"
997;96;"ENC_Hidreletrica_P.shp";"NOMEABREV";"nomeAbrev"
998;96;"ENC_Hidreletrica_P.shp";"CODIGOHIDR";"codigoHidreletrica"
999;96;"ENC_Hidreletrica_L.shp";"NOME";"nome"
1000;96;"ENC_Hidreletrica_L.shp";"GEOMETRIAA";"geometriaAproximada"
1001;96;"ENC_Hidreletrica_L.shp";"TIPOESTGER";"tipoEstGerad"
1002;96;"ENC_Hidreletrica_L.shp";"OPERACIONA";"operacional"
1003;96;"ENC_Hidreletrica_L.shp";"SITUACAOFI";"situacaoFisica"
1004;96;"ENC_Hidreletrica_L.shp";"DESTENERGE";"destEnergElet"
1005;96;"ENC_Hidreletrica_L.shp";"CODIGOESTA";"codigoEstacao"
1006;96;"ENC_Hidreletrica_L.shp";"POTENCIAOU";"potenciaOutorgada"
1007;96;"ENC_Hidreletrica_L.shp";"POTENCIAFI";"potenciaFiscalizada"
1008;96;"ENC_Hidreletrica_L.shp";"NOMEABREV";"nomeAbrev"
1009;96;"ENC_Hidreletrica_L.shp";"CODIGOHIDR";"codigoHidreletrica"
1010;96;"ENC_Hidreletrica_A.shp";"NOME";"nome"
1011;96;"ENC_Hidreletrica_A.shp";"GEOMETRIAA";"geometriaAproximada"
1012;96;"ENC_Hidreletrica_A.shp";"TIPOESTGER";"tipoEstGerad"
1013;96;"ENC_Hidreletrica_A.shp";"OPERACIONA";"operacional"
1014;96;"ENC_Hidreletrica_A.shp";"SITUACAOFI";"situacaoFisica"
1015;96;"ENC_Hidreletrica_A.shp";"DESTENERGE";"destEnergElet"
1016;96;"ENC_Hidreletrica_A.shp";"CODIGOESTA";"codigoEstacao"
1017;96;"ENC_Hidreletrica_A.shp";"POTENCIAOU";"potenciaOutorgada"
1018;96;"ENC_Hidreletrica_A.shp";"POTENCIAFI";"potenciaFiscalizada"
1019;96;"ENC_Hidreletrica_A.shp";"NOMEABREV";"nomeAbrev"
1020;96;"ENC_Hidreletrica_A.shp";"CODIGOHIDR";"codigoHidreletrica"
1553;146;"ENC_Termeletrica_P.shp";"NOME";"nome"
1554;146;"ENC_Termeletrica_P.shp";"GEOMETRIAA";"geometriaAproximada"
1555;146;"ENC_Termeletrica_P.shp";"TIPOESTGER";"tipoEstGerad"
1556;146;"ENC_Termeletrica_P.shp";"OPERACIONA";"operacional"
